#{"t_start": 1629019541.2240787, "env_id": "BreakoutNoFrameskip-v4"}
r,l,t
2.0,205,2.940271
5.0,350,5.30493
1.0,173,6.411611
0.0,129,7.252048
2.0,222,8.718814
0.0,129,9.510698
0.0,127,10.326271
0.0,129,11.094215
3.0,248,12.691243
0.0,125,13.474
2.0,223,14.939543
0.0,129,15.770057
5.0,350,18.165219
6.0,377,20.75877
13.0,477,24.087741
1.0,157,25.134339
2.0,221,26.583787
2.0,203,27.921299
0.0,127,28.716511
2.0,201,30.063179
0.0,127,30.892216
0.0,127,31.698933
2.0,204,33.033116
1.0,173,34.16197
1.0,173,35.288736
0.0,129,36.148593
0.0,127,36.962585
0.0,125,37.743841
0.0,127,38.562132
2.0,203,39.929303
1.0,172,41.060992
3.0,247,42.732691
0.0,125,43.527554
0.0,127,44.338508
0.0,127,45.134378
0.0,129,45.971878
2.0,198,47.243169
0.0,127,48.072026
3.0,272,49.87703
4.0,320,51.981795
1.0,155,53.038432
0.0,129,53.86844
0.0,127,54.657412
2.0,224,56.168904
4.0,281,58.081623
0.0,127,58.936774
0.0,127,59.747901
0.0,127,60.513767
4.0,321,62.707166
4.0,299,64.786124
2.0,204,66.138778
3.0,250,67.837303
2.0,186,69.087445
5.0,352,71.486481
5.0,350,73.828388
1.0,155,74.827562
2.0,205,76.184888
1.0,175,77.295924
3.0,270,79.064581
0.0,127,79.875013
3.0,232,81.389116
1.0,175,82.53191
0.0,125,83.3328
3.0,266,85.145301
2.0,201,86.471174
0.0,125,87.30675
0.0,127,88.108566
0.0,129,88.921618
0.0,127,89.733076
0.0,129,90.546024
2.0,188,91.773129
0.0,129,92.543321
0.0,127,93.349143
0.0,127,94.116753
0.0,127,94.952969
1.0,153,95.933141
1.0,177,97.070086
0.0,127,97.894727
1.0,171,99.026858
0.0,127,99.852371
1.0,178,101.044699
1.0,178,102.179007
0.0,127,102.978819
1.0,177,104.141849
0.0,129,104.991511
0.0,123,105.802718
1.0,172,106.920677
0.0,127,107.718057
1.0,173,108.811539
1.0,155,109.831429
1.0,155,110.813117
0.0,127,111.62816
2.0,204,112.987474
1.0,153,114.06983
1.0,153,115.035948
0.0,127,115.864234
1.0,155,116.838219
0.0,127,117.630615
1.0,175,118.759583
0.0,129,119.579025
1.0,153,120.538883
0.0,129,121.395857
3.0,265,123.16212
0.0,129,123.997715
3.0,252,125.666383
0.0,129,126.444282
2.0,185,127.699689
0.0,127,128.509953
0.0,129,129.324677
2.0,219,130.773558
0.0,129,131.600639
2.0,223,133.035915
1.0,157,134.060838
0.0,127,134.863045
5.0,352,137.236485
4.0,321,139.399742
4.0,279,141.224292
0.0,125,141.993387
3.0,265,143.757573
2.0,223,145.223355
3.0,219,146.710883
1.0,175,147.920293
0.0,125,148.733387
0.0,127,149.538985
0.0,127,150.353737
2.0,209,151.719048
4.0,293,153.614631
1.0,176,154.738272
1.0,155,155.784377
1.0,153,156.776049
3.0,267,158.588299
0.0,127,159.376028
0.0,129,160.199908
0.0,127,161.048409
0.0,125,161.82518
1.0,153,162.83002
0.0,123,163.601794
1.0,176,164.716695
3.0,266,166.512749
3.0,252,168.201151
1.0,173,169.345695
5.0,341,171.658075
2.0,202,173.046144
5.0,350,175.384474
3.0,270,177.209922
4.0,302,179.203041
5.0,331,181.405843
3.0,252,183.080752
2.0,218,184.555591
0.0,127,185.385082
3.0,236,186.945603
2.0,200,188.249863
0.0,125,189.022706
0.0,129,189.872138
0.0,127,190.645776
0.0,125,191.443772
1.0,157,192.487603
0.0,129,193.310435
2.0,199,194.567441
2.0,222,196.084316
0.0,123,196.846784
3.0,253,198.531258
1.0,153,199.528682
2.0,202,200.881284
1.0,170,202.023346
2.0,220,203.521626
0.0,129,204.351552
0.0,129,205.18881
1.0,173,206.319649
1.0,173,207.492228
1.0,175,208.622383
0.0,125,209.390048
0.0,129,210.210697
6.0,381,212.752484
1.0,157,213.762621
2.0,201,215.109156
3.0,232,216.648067
3.0,248,218.326277
1.0,174,219.463435
2.0,202,220.812278
5.0,352,223.216309
0.0,125,224.055167
0.0,125,224.837963
0.0,127,225.619164
0.0,129,226.454877
0.0,129,227.276441
3.0,249,228.950041
1.0,155,229.945054
0.0,127,230.7415
2.0,200,232.030838
1.0,173,233.183661
2.0,205,234.514509
2.0,188,235.762343
1.0,173,236.864549
1.0,159,237.899726
0.0,129,238.727515
0.0,125,239.523184
3.0,230,241.058276
0.0,127,241.874392
1.0,155,242.935442
0.0,129,243.736155
0.0,129,244.541848
4.0,260,246.328342
3.0,251,247.950806
4.0,281,249.867869
1.0,155,250.870119
2.0,222,252.315041
1.0,175,253.439191
2.0,224,254.909256
3.0,252,256.534512
0.0,127,257.32502
0.0,129,258.19871
5.0,329,260.395583
1.0,157,261.429833
3.0,248,263.123831
4.0,299,265.152057
1.0,156,266.146074
0.0,127,266.903842
0.0,127,267.683619
0.0,127,268.507351
0.0,127,269.299443
0.0,127,270.116196
4.0,318,272.224464
0.0,129,273.015724
4.0,297,275.010258
5.0,350,277.351754
2.0,198,278.652756
2.0,202,279.952782
1.0,158,280.966583
5.0,352,283.376355
5.0,350,285.738731
4.0,319,287.871043
4.0,319,290.00501
0.0,127,290.761846
0.0,127,291.585166
0.0,129,292.442052
5.0,350,294.801104
2.0,202,296.074291
4.0,296,298.127519
0.0,129,298.937162
3.0,271,300.68855
9.0,404,303.384822
0.0,123,304.192023
2.0,202,305.501796
0.0,127,306.300742
2.0,202,307.5829
1.0,176,308.742762
5.0,350,311.072564
5.0,350,313.411989
2.0,202,314.716633
2.0,202,316.003269
2.0,200,317.33334
0.0,125,318.13351
9.0,403,320.973095
0.0,129,321.726634
0.0,125,322.483184
0.0,127,323.288767
0.0,127,324.118357
0.0,127,324.956942
0.0,129,325.775927
3.0,248,327.37867
1.0,175,328.490016
0.0,127,329.283304
0.0,129,330.108962
5.0,350,332.394233
0.0,127,333.193583
0.0,129,334.011832
1.0,158,335.01688
1.0,157,336.049939
5.0,350,338.34893
0.0,123,339.107667
0.0,127,339.870555
6.0,393,342.519269
1.0,155,343.506063
0.0,129,344.309851
8.0,352,346.656836
10.0,435,349.607632
8.0,434,352.479403
5.0,370,354.93113
2.0,205,356.242397
4.0,277,358.049985
3.0,230,359.548798
1.0,151,360.499602
1.0,153,361.461098
0.0,125,362.229007
2.0,185,363.434856
4.0,264,365.208205
10.0,433,368.111802
1.0,155,369.090814
6.0,378,371.608243
10.0,434,374.469463
8.0,432,377.378259
2.0,202,378.704521
0.0,129,379.486115
5.0,295,381.406047
0.0,129,382.224518
1.0,155,383.224913
1.0,157,384.212558
3.0,212,385.590205
1.0,177,386.697669
2.0,185,387.867698
1.0,155,388.84645
4.0,282,390.668718
4.0,324,392.787361
7.0,250,394.397065
1.0,175,395.492803
3.0,216,396.81546
1.0,155,397.857616
8.0,437,400.662157
9.0,327,402.779134
2.0,226,404.241255
11.0,271,405.981699
5.0,294,407.916451
3.0,253,409.51721
3.0,278,411.300876
4.0,277,413.094237
3.0,217,414.454886
12.0,520,417.819324
4.0,262,419.533172
9.0,497,422.757942
10.0,451,425.72124
3.0,279,427.505798
3.0,253,429.090215
4.0,280,430.922216
7.0,248,432.445407
5.0,325,434.513724
3.0,236,436.023233
3.0,214,437.361715
2.0,204,438.614497
16.0,645,442.866926
10.0,454,445.75155
14.0,714,450.389234
10.0,435,453.185592
11.0,480,456.268252
4.0,266,457.98438
4.0,247,459.551542
12.0,302,461.475532
13.0,595,465.357323
9.0,477,468.454212
9.0,439,471.27871
9.0,404,473.907197
8.0,498,477.141706
8.0,281,478.905696
12.0,507,482.163469
8.0,463,485.227845
10.0,399,487.755947
5.0,310,489.72537
7.0,447,492.576991
9.0,473,495.618383
8.0,295,497.498818
2.0,205,498.796885
17.0,604,502.690331
12.0,320,504.738667
12.0,503,507.951925
8.0,448,510.858115
9.0,460,513.781938
13.0,513,517.116244
9.0,352,519.347273
12.0,581,523.095824
10.0,512,526.387
11.0,516,529.674335
10.0,453,532.595104
15.0,658,536.841524
11.0,558,540.382377
5.0,293,542.200131
18.0,706,546.806735
14.0,617,550.761038
15.0,687,555.200522
17.0,728,559.869862
16.0,601,563.766189
9.0,451,566.6177
15.0,450,569.459081
17.0,603,573.367523
16.0,635,577.384772
5.0,332,579.486317
11.0,526,582.812711
21.0,729,587.469453
20.0,597,591.275261
12.0,532,594.699947
9.0,527,598.035063
14.0,639,602.10381
13.0,372,604.494938
12.0,533,607.849363
17.0,487,610.917042
12.0,568,614.50297
9.0,526,617.850684
6.0,359,620.161099
6.0,343,622.302145
17.0,680,626.661067
20.0,724,631.258596
23.0,731,635.944957
18.0,547,639.405109
22.0,734,644.083561
18.0,669,648.365885
27.0,669,652.581524
28.0,724,657.189278
19.0,772,662.083219
32.0,882,667.773764
5.0,327,669.83214
26.0,690,674.16833
9.0,352,676.34395
26.0,529,679.700202
22.0,784,684.751001
12.0,614,688.6335
20.0,736,693.307307
17.0,683,697.651039
16.0,633,701.694162
31.0,881,707.297096
17.0,349,709.466958
13.0,532,712.82424
33.0,925,718.764452
12.0,596,722.504318
18.0,526,725.841064
9.0,503,728.999499
13.0,630,732.971502
24.0,922,738.77565
13.0,606,742.631618
13.0,623,746.644308
30.0,976,752.85438
9.0,439,755.646943
16.0,618,759.523954
27.0,731,764.217832
32.0,908,769.985745
40.0,564,773.556653
42.0,1104,780.512703
7.0,393,782.952307
34.0,1053,789.683305
9.0,464,792.649821
17.0,572,796.228495
22.0,516,799.461418
20.0,574,803.040619
28.0,1061,809.791574
19.0,699,814.246605
19.0,711,818.789463
26.0,653,822.918898
29.0,1021,829.358869
30.0,942,835.309223
9.0,547,838.766133
27.0,856,844.212555
23.0,651,848.319442
16.0,677,852.580343
18.0,753,857.297089
35.0,1250,865.145049
43.0,1111,872.099759
46.0,850,877.40653
13.0,518,880.651802
29.0,839,886.012837
13.0,581,889.631552
23.0,653,893.73874
29.0,998,900.000694
20.0,685,904.348926
22.0,813,909.467261
22.0,488,912.595215
37.0,837,917.876544
32.0,872,923.340128
32.0,1054,929.989907
31.0,925,935.827689
37.0,908,941.560906
36.0,924,947.422498
41.0,1044,953.95263
47.0,1051,960.545922
42.0,1145,967.713664
37.0,1090,974.52572
23.0,444,977.267304
22.0,657,981.365652
9.0,450,984.319729
0.0,129,985.180545
0.0,129,985.992003
11.0,271,987.863607
0.0,129,988.691844
39.0,1092,995.597738
23.0,706,999.999813
31.0,633,1004.002084
23.0,696,1008.338184
16.0,680,1012.647485
11.0,271,1014.46692
34.0,1131,1021.607557
0.0,129,1022.473901
2.0,186,1023.710758
0.0,127,1024.504003
59.0,1353,1033.06401
33.0,782,1037.919485
21.0,794,1042.878799
35.0,868,1048.390231
13.0,629,1052.299156
19.0,669,1056.471188
39.0,784,1061.368192
25.0,598,1065.132231
48.0,1191,1072.557566
17.0,436,1075.245117
29.0,791,1080.146266
33.0,922,1086.00794
44.0,1305,1094.203607
24.0,981,1100.359282
22.0,527,1103.625906
22.0,741,1108.297037
39.0,866,1113.685058
19.0,689,1118.048569
70.0,1313,1126.2925
27.0,844,1131.565179
30.0,718,1136.010016
19.0,826,1141.144789
7.0,356,1143.337215
43.0,1120,1150.346294
18.0,667,1154.44396
15.0,685,1158.724131
51.0,1170,1166.083089
46.0,1216,1173.639484
45.0,989,1179.777527
37.0,1110,1186.774244
25.0,771,1191.630173
48.0,1072,1198.363363
22.0,723,1202.884861
28.0,1011,1209.228434
1.0,175,1210.339924
0.0,129,1211.147171
4.0,258,1212.917988
14.0,636,1216.967929
20.0,660,1221.060653
65.0,1307,1229.220547
23.0,902,1234.911218
71.0,1519,1244.357974
58.0,1476,1253.616297
41.0,1096,1260.418454
29.0,894,1266.045937
54.0,1194,1273.470585
57.0,1393,1282.146467
14.0,593,1285.864782
27.0,695,1290.159853
77.0,1356,1298.634659
17.0,591,1302.255255
20.0,791,1307.199688
34.0,896,1312.803874
44.0,1075,1319.551085
34.0,960,1325.528148
63.0,1295,1333.645669
32.0,1038,1340.134489
21.0,650,1344.216404
55.0,1082,1350.966642
56.0,1026,1357.422183
38.0,1019,1363.808844
22.0,900,1369.401218
54.0,1318,1377.636505
23.0,551,1381.075172
31.0,1025,1387.44622
53.0,992,1393.582219
36.0,1019,1399.922622
53.0,1250,1407.66676
54.0,1373,1416.273067
20.0,814,1421.284872
74.0,1264,1429.203213
49.0,1205,1436.718008
62.0,1282,1444.769803
61.0,1419,1453.559098
57.0,1019,1459.881081
60.0,1115,1466.829357
19.0,799,1471.786594
74.0,1639,1482.013881
32.0,1009,1488.244513
26.0,840,1493.486943
27.0,650,1497.496128
81.0,1637,1507.740644
31.0,846,1512.988697
40.0,1109,1519.859607
47.0,1115,1526.80837
54.0,1425,1535.734424
93.0,1626,1545.856731
44.0,1057,1552.468198
32.0,962,1558.469113
49.0,1097,1565.278932
32.0,948,1571.206586
86.0,1594,1581.086047
32.0,966,1587.124919
30.0,801,1592.055425
30.0,932,1597.858613
33.0,926,1603.575549
25.0,745,1608.495066
3.0,232,1610.013621
5.0,352,1612.35431
0.0,127,1613.156693
0.0,125,1613.918775
1.0,155,1614.898175
4.0,276,1616.661648
65.0,1324,1624.93025
44.0,1138,1632.240062
39.0,1087,1639.022504
72.0,1423,1647.946062
38.0,1007,1654.192753
46.0,1062,1660.769125
75.0,1364,1669.29536
67.0,1537,1678.902169
77.0,1169,1686.250724
78.0,1289,1694.271762
47.0,1295,1702.268963
106.0,1272,1710.163106
54.0,928,1715.921067
36.0,1129,1722.929259
55.0,1020,1729.272622
29.0,765,1733.991565
10.0,373,1736.396324
0.0,127,1737.211176
34.0,822,1742.363615
132.0,1682,1752.898075
243.0,1021,1759.22699
26.0,790,1764.135474
48.0,1207,1771.588584
72.0,1318,1779.782965
71.0,1546,1789.393505
54.0,1238,1797.071193
259.0,1731,1807.820191
114.0,1479,1817.096941
59.0,1085,1823.890835
56.0,1285,1831.852433
240.0,1064,1838.467258
65.0,1294,1846.506726
101.0,1526,1855.964865
55.0,1049,1862.433828
81.0,1355,1870.900801
74.0,1558,1880.57253
55.0,1266,1888.420884
63.0,1332,1896.688622
51.0,1140,1903.764978
59.0,1386,1912.347597
38.0,994,1918.497545
59.0,944,1924.454145
56.0,957,1930.356833
0.0,129,1931.196277
0.0,129,1932.041396
4.0,244,1933.669519
1.0,175,1934.806331
0.0,129,1935.620218
42.0,1181,1942.976959
223.0,1252,1950.776775
61.0,1343,1959.068248
72.0,1332,1967.363386
59.0,1371,1975.842155
66.0,1450,1984.806585
272.0,1453,1993.875713
62.0,731,1998.382589
82.0,1440,2007.312652
74.0,1401,2016.03476
22.0,805,2021.000798
73.0,1404,2029.716518
0.0,129,2030.542475
0.0,129,2031.404562
1.0,157,2032.415598
3.0,272,2034.227427
0.0,129,2035.047697
3.0,233,2036.483259
2.0,204,2037.841753
4.0,297,2039.775302
4.0,261,2041.491545
5.0,350,2043.884401
2.0,219,2045.334168
0.0,129,2046.161821
2.0,200,2047.472748
1.0,157,2048.469524
4.0,297,2050.418618
9.0,327,2052.489351
50.0,1298,2060.657101
43.0,806,2065.649821
71.0,1275,2073.573679
78.0,1498,2082.834821
126.0,1891,2094.655703
75.0,1241,2102.300971
61.0,1166,2109.559512
53.0,1233,2117.175597
270.0,2114,2130.343711
61.0,1429,2139.219661
104.0,1341,2147.558171
69.0,1113,2154.45827
43.0,1128,2161.458077
35.0,606,2165.226603
50.0,1102,2172.005615
83.0,1436,2180.940383
70.0,1118,2187.858656
57.0,1325,2196.057271
23.0,792,2200.951866
35.0,824,2206.109219
17.0,758,2210.775079
0.0,129,2211.627733
1.0,155,2212.617523
0.0,129,2213.415781
1.0,155,2214.406872
3.0,216,2215.876356
1.0,152,2216.850719
0.0,127,2217.678957
0.0,129,2218.50573
0.0,129,2219.340364
7.0,248,2221.022037
0.0,129,2221.850243
0.0,127,2222.669992
0.0,123,2223.465972
3.0,216,2224.909224
36.0,868,2230.405683
43.0,1040,2236.850015
102.0,1565,2246.554341
95.0,1487,2255.798938
15.0,647,2259.781928
0.0,129,2260.571814
0.0,129,2261.399153
49.0,1355,2270.036928
93.0,1335,2278.31603
90.0,1559,2287.946001
55.0,1318,2296.070267
96.0,1422,2304.894417
53.0,1181,2312.218133
97.0,1736,2322.944032
232.0,1851,2334.418494
37.0,1078,2341.133196
286.0,1518,2350.619947
77.0,1201,2358.078555
123.0,1535,2367.617288
52.0,1074,2374.282077
80.0,1229,2381.925369
272.0,1537,2391.459851
196.0,1284,2399.43461
118.0,1637,2409.57019
60.0,1355,2417.961505
64.0,1301,2426.047742
321.0,1789,2437.143678
82.0,1403,2445.789258
76.0,1150,2452.944775
76.0,1133,2459.918828
42.0,999,2466.116393
59.0,1265,2473.950705
175.0,1307,2482.067005
118.0,1645,2492.278311
66.0,1159,2499.426247
41.0,956,2505.316909
186.0,1327,2513.542827
125.0,1348,2521.897024
54.0,1077,2528.561178
232.0,717,2532.998849
230.0,1498,2542.229583
213.0,1768,2553.184307
197.0,1271,2561.100511
261.0,1664,2571.460943
39.0,1045,2577.957461
97.0,1587,2587.793723
49.0,1024,2594.133128
67.0,887,2599.567743
55.0,1247,2607.334913
77.0,1229,2614.983513
119.0,1278,2622.881753
68.0,1400,2631.619956
78.0,1371,2640.095534
139.0,1782,2651.103989
62.0,1492,2660.336219
130.0,1594,2670.270862
55.0,1120,2677.230701
112.0,1644,2687.46576
108.0,1545,2697.044275
216.0,1643,2708.028215
107.0,1458,2719.424959
57.0,1266,2729.190464
12.0,421,2732.420703
0.0,127,2733.475935
2.0,185,2734.888788
0.0,127,2735.919927
0.0,129,2736.939494
1.0,157,2738.170153
0.0,127,2739.160907
5.0,310,2741.72387
4.0,275,2744.080315
3.0,233,2745.945549
3.0,209,2747.558367
2.0,202,2748.832783
4.0,283,2750.60805
49.0,1161,2758.612116
19.0,659,2762.836653
1.0,155,2763.917972
5.0,293,2765.894456
1.0,154,2766.881931
1.0,174,2768.041705
4.0,295,2770.082876
0.0,127,2770.949004
2.0,224,2772.425143
0.0,129,2773.274247
0.0,125,2774.048805
0.0,125,2774.859545
8.0,373,2777.401322
1.0,155,2778.422551
1.0,155,2779.423601
0.0,129,2780.194379
4.0,299,2782.186976
4.0,294,2784.12405
11.0,528,2787.517134
5.0,330,2789.643277
30.0,856,2794.974598
114.0,1667,2805.342807
117.0,1533,2814.88581
36.0,533,2818.147988
33.0,1042,2824.606271
18.0,732,2829.219082
1.0,175,2830.363807
3.0,249,2832.056182
7.0,393,2834.660572
79.0,1505,2844.137149
115.0,1528,2853.562973
235.0,1570,2863.302067
125.0,1504,2872.666283
142.0,1693,2883.16893
82.0,1347,2891.467095
50.0,975,2897.52703
155.0,1304,2905.703671
103.0,1157,2912.860673
260.0,1378,2921.43052
64.0,998,2927.658998
71.0,1232,2935.314484
74.0,1377,2943.883207
91.0,1398,2952.575622
53.0,1054,2959.130716
67.0,1215,2966.680693
36.0,1066,2973.232439
237.0,1870,2984.798279
78.0,1215,2992.335695
159.0,1499,3001.708202
11.0,509,3004.969227
4.0,296,3006.829343
15.0,500,3009.983752
87.0,1133,3017.046665
9.0,428,3019.737341
35.0,986,3026.041459
89.0,1336,3034.313469
52.0,1035,3040.773437
0.0,129,3041.611005
3.0,239,3043.044715
66.0,863,3048.406203
58.0,977,3054.441307
21.0,766,3059.2849
15.0,599,3063.031961
67.0,1204,3070.507408
126.0,1389,3079.046023
72.0,1370,3087.584235
148.0,1606,3097.568668
72.0,1326,3105.835324
235.0,1450,3114.792831
62.0,1360,3123.193942
2.0,201,3124.482897
33.0,1077,3131.235468
9.0,438,3133.976849
36.0,1033,3140.342816
31.0,1031,3146.741003
78.0,1007,3152.930332
154.0,1525,3162.438579
27.0,765,3167.207294
110.0,1473,3176.381707
203.0,1335,3184.610408
36.0,906,3190.3126
172.0,1637,3200.548313
158.0,1317,3208.689527
280.0,1362,3217.115158
50.0,1022,3223.453374
13.0,610,3227.206786
90.0,1275,3235.076271
88.0,1278,3243.016181
108.0,1658,3253.249972
63.0,1323,3261.436965
217.0,1785,3272.487296
76.0,1530,3282.032529
35.0,1006,3288.300129
237.0,1546,3297.847572
240.0,1451,3306.824436
161.0,1702,3317.288255
332.0,1862,3328.864718
23.0,858,3334.276367
28.0,817,3339.444465
42.0,844,3344.688251
282.0,1735,3355.465948
39.0,1057,3362.001644
24.0,822,3367.130646
1.0,157,3368.150234
172.0,1373,3376.75291
145.0,1235,3384.382256
110.0,1284,3392.380155
276.0,1468,3401.457863
237.0,2080,3414.657163
129.0,1473,3423.832491
208.0,1649,3433.982152
112.0,1272,3441.904032
117.0,1499,3451.188569
238.0,1864,3462.772896
210.0,1634,3472.931913
102.0,1357,3481.290002
200.0,1215,3488.852601
218.0,1529,3498.347571
72.0,1434,3507.239784
77.0,1025,3513.566111
309.0,1964,3525.735918
119.0,1528,3535.244557
170.0,1781,3546.247149
129.0,1702,3556.783171
288.0,1899,3568.564959
125.0,1490,3577.821108
183.0,1702,3588.416753
50.0,1215,3595.991283
217.0,1752,3606.898129
203.0,1465,3615.905144
273.0,1410,3624.647601
199.0,1462,3633.680376
128.0,1533,3643.152631
278.0,1724,3653.852588
108.0,1458,3662.849648
202.0,1740,3673.637052
166.0,1394,3682.294621
29.0,1098,3689.086098
29.0,979,3695.258199
25.0,773,3699.99827
115.0,1513,3709.412209
284.0,1627,3719.502159
282.0,1647,3729.740433
263.0,1539,3739.291146
58.0,1176,3746.567935
71.0,1163,3753.771636
292.0,1871,3765.388101
223.0,1834,3776.753415
242.0,1738,3787.57246
263.0,1977,3799.722707
271.0,1327,3808.0538
267.0,1837,3819.358462
43.0,1050,3825.909514
0.0,129,3826.744971
9.0,404,3829.503255
0.0,129,3830.307272
4.0,257,3831.943976
3.0,239,3833.475186
205.0,1544,3843.089993
185.0,1714,3853.727457
133.0,1254,3861.482194
305.0,1703,3872.081754
165.0,1537,3881.581464
267.0,1432,3890.410178
147.0,1473,3899.511514
259.0,1377,3908.049113
298.0,1498,3917.306227
181.0,1579,3927.080542
204.0,1077,3933.769134
174.0,1797,3944.885955
232.0,1491,3954.098861
290.0,1421,3962.908726
219.0,1453,3971.860543
243.0,1261,3979.648232
155.0,1085,3986.374086
167.0,1299,3994.459181
182.0,1341,4002.779996
188.0,1303,4010.941199
234.0,1880,4022.526139
12.0,565,4026.040485
139.0,1651,4036.275855
273.0,1125,4043.233839
224.0,1517,4052.665224
239.0,1816,4063.928747
268.0,1782,4074.984876
263.0,2002,4087.426642
201.0,842,4092.664489
288.0,1628,4102.769058
102.0,1446,4111.690672
216.0,1470,4120.737631
157.0,1572,4130.541019
292.0,1998,4142.935302
97.0,1152,4150.076238
131.0,1675,4160.480065
82.0,1097,4167.267404
36.0,805,4172.247841
173.0,1395,4180.844649
39.0,992,4186.984913
251.0,1441,4195.869932
43.0,662,4199.96947
195.0,1679,4210.363707
0.0,129,4211.078133
103.0,1642,4221.231606
130.0,1503,4230.597083
245.0,1762,4241.518262
283.0,1528,4251.021034
349.0,1904,4262.787625
193.0,1792,4273.898305
101.0,1392,4282.478986
64.0,1464,4291.618231
215.0,886,4297.082416
86.0,957,4302.977445
105.0,1433,4311.882687
182.0,1576,4321.680415
223.0,1037,4328.098287
220.0,1638,4338.187801
120.0,1432,4347.070354
199.0,1565,4356.726089
131.0,1294,4364.834852
12.0,528,4368.087477
38.0,602,4371.810888
298.0,1446,4380.67274
233.0,1653,4390.861708
314.0,1947,4402.908284
192.0,1598,4412.818138
51.0,1040,4419.240343
141.0,1648,4429.443241
281.0,1540,4438.961842
322.0,1518,4448.355778
240.0,1484,4457.4838
242.0,1320,4465.692674
77.0,1282,4473.664664
276.0,1567,4483.309435
185.0,1853,4494.704147
204.0,1609,4504.63965
268.0,1865,4516.119725
226.0,1372,4524.602356
315.0,1813,4535.771675
273.0,1434,4544.641372
169.0,1308,4552.71003
119.0,1601,4562.637087
226.0,1382,4571.182397
89.0,1459,4580.134449
187.0,821,4585.211124
76.0,1229,4592.829512
232.0,1887,4604.551996
251.0,1540,4614.059112
307.0,1701,4624.624421
332.0,2209,4638.397045
257.0,1786,4649.518141
201.0,1167,4656.687553
